Cockatrice Eye,Dragon Head,Lich Skull,Unicorn Horn,Zombie Hand,Tax Assessed
1,0,2,0,4,4 gp 2 sp
1,0,2,1,4,6 gp 3 sp
1,0,2,1,3,5 gp 7 sp
9,6,8,0,11,125 gp 0 sp
0,2,1,0,6,19 gp 2 sp
0,1,1,0,6,10 gp 8 sp
0,2,0,0,6,16 gp 2 sp
1,1,1,0,5,6 gp 0 sp
2,0,0,9,0,12 gp 8 sp
0,0,0,3,6,9 gp 9 sp
0,0,0,4,5,11 gp 4 sp
0,0,0,4,5,11 gp 4 sp
0,0,0,3,4,5 gp 8 sp
0,0,0,4,3,10 gp 2 sp
0,0,0,4,3,10 gp 2 sp
0,0,1,4,3,13 gp 2 sp
1,1,0,5,3,9 gp 2 sp
0,1,0,5,2,13 gp 2 sp
1,1,1,5,2,11 gp 2 sp
3,0,2,0,11,12 gp 0 sp
3,0,1,0,11,3 gp 0 sp
3,2,1,4,4,30 gp 4 sp
2,2,1,3,4,31 gp 2 sp
3,1,1,3,4,16 gp 4 sp
3,2,1,3,3,26 gp 8 sp
4,3,0,5,7,23 gp 8 sp
5,3,0,4,7,53 gp 0 sp
0,0,1,0,5,2 gp 0 sp
0,0,2,0,5,3 gp 0 sp
0,0,1,0,5,2 gp 0 sp
0,1,1,0,5,10 gp 2 sp
0,0,1,0,5,2 gp 0 sp
0,0,2,1,5,11 gp 1 sp
0,0,2,1,5,11 gp 1 sp
0,1,2,1,4,14 gp 7 sp
0,0,2,2,4,12 gp 6 sp
0,0,2,0,6,3 gp 2 sp
0,1,2,0,6,13 gp 8 sp
0,1,1,0,6,10 gp 8 sp
1,1,1,0,5,6 gp 0 sp
0,0,1,0,5,2 gp 0 sp
0,0,0,3,0,4 gp 2 sp
0,0,0,2,0,2 gp 8 sp
0,1,0,3,0,10 gp 5 sp
0,0,1,3,0,9 gp 3 sp
0,0,0,3,0,4 gp 2 sp
0,0,1,2,0,4 gp 8 sp
0,0,0,3,0,4 gp 2 sp
3,0,3,3,7,21 gp 2 sp
2,0,2,4,7,23 gp 6 sp
3,0,2,4,6,19 gp 2 sp
1,0,3,4,5,23 gp 6 sp
0,0,3,5,4,18 gp 2 sp
1,0,3,4,4,22 gp 8 sp
5,2,2,8,0,19 gp 0 sp
5,2,2,7,0,17 gp 2 sp
7,0,0,10,0,4 gp 0 sp
0,0,1,3,0,9 gp 3 sp
0,0,1,3,0,9 gp 3 sp
0,1,0,3,0,10 gp 5 sp
0,0,1,3,0,9 gp 3 sp
0,0,1,3,0,9 gp 3 sp
0,3,0,5,7,29 gp 8 sp
1,3,1,5,7,27 gp 8 sp
0,0,0,0,2,0 gp 4 sp
0,0,0,0,2,0 gp 4 sp
0,0,0,0,1,0 gp 2 sp
0,0,0,0,1,0 gp 2 sp
0,1,0,0,1,3 gp 2 sp
4,3,1,0,1,30 gp 4 sp
5,4,2,0,0,56 gp 0 sp
2,0,0,0,7,0 gp 0 sp
3,0,0,0,6,0 gp 0 sp
2,0,0,0,6,0 gp 0 sp
7,0,0,9,0,2 gp 2 sp
2,0,0,0,3,0 gp 0 sp
2,1,0,0,3,3 gp 6 sp
1,1,0,0,3,0 gp 0 sp
1,0,0,0,3,0 gp 0 sp
2,0,0,2,2,3 gp 0 sp
2,1,0,3,2,9 gp 3 sp
2,1,2,2,6,22 gp 8 sp
3,0,3,2,6,17 gp 6 sp
3,1,2,2,6,19 gp 2 sp
3,1,2,2,5,18 gp 4 sp
2,0,2,0,3,5 gp 4 sp
2,0,1,0,3,0 gp 0 sp
2,0,2,1,3,7 gp 5 sp
2,0,2,1,3,7 gp 5 sp
2,0,1,0,2,0 gp 0 sp
11,1,0,15,3,11 gp 8 sp
0,1,0,2,2,9 gp 6 sp
0,1,0,3,2,11 gp 7 sp
0,1,0,3,2,11 gp 7 sp
0,1,0,3,2,11 gp 7 sp
0,0,0,0,4,0 gp 8 sp
0,1,0,1,4,5 gp 8 sp
0,0,0,1,4,3 gp 0 sp
0,0,0,1,3,2 gp 6 sp
4,0,3,3,4,21 gp 2 sp
3,0,3,4,3,20 gp 8 sp
3,0,2,3,3,14 gp 0 sp
7,5,5,1,10,98 gp 5 sp
2,0,1,0,0,0 gp 0 sp
3,0,2,1,0,1 gp 5 sp
2,1,2,0,0,7 gp 8 sp
2,0,2,0,0,3 gp 6 sp
2,0,2,1,0,5 gp 7 sp
9,5,7,7,18,53 gp 8 sp
2,0,0,0,2,0 gp 0 sp
2,0,0,1,2,0 gp 0 sp
2,0,0,0,2,0 gp 0 sp
2,0,0,0,2,0 gp 0 sp
3,0,0,0,1,0 gp 0 sp
2,1,1,6,14,20 gp 5 sp
3,1,0,6,14,13 gp 5 sp
1,7,0,0,2,90 gp 0 sp
3,0,3,1,0,4 gp 5 sp
3,0,3,1,0,4 gp 5 sp
3,0,3,1,0,4 gp 5 sp
2,0,2,0,0,3 gp 6 sp
2,0,1,0,0,0 gp 0 sp
2,0,2,0,0,3 gp 6 sp
1,0,2,0,0,0 gp 0 sp
2,0,1,0,0,0 gp 0 sp
9,4,6,12,11,49 gp 5 sp
1,3,0,0,13,34 gp 8 sp
2,2,0,0,12,25 gp 2 sp
2,2,2,4,3,37 gp 2 sp
2,2,1,4,2,32 gp 4 sp
2,3,1,4,2,43 gp 6 sp
3,1,2,4,0,20 gp 0 sp
2,2,1,4,0,30 gp 8 sp
3,2,2,4,0,31 gp 2 sp
3,1,2,3,0,17 gp 2 sp
1,3,2,5,15,34 gp 2 sp
1,3,3,6,14,38 gp 0 sp
1,1,0,0,3,0 gp 0 sp
1,1,0,0,3,0 gp 0 sp
1,1,0,0,3,0 gp 0 sp
1,1,0,0,3,0 gp 0 sp
0,1,0,0,3,4 gp 0 sp
0,0,0,1,4,3 gp 0 sp
0,1,0,1,3,5 gp 4 sp
0,1,0,1,3,5 gp 4 sp
1,0,0,1,0,0 gp 0 sp
1,0,0,2,0,0 gp 0 sp
0,0,0,1,0,1 gp 4 sp
0,1,0,2,0,5 gp 6 sp
1,0,0,1,0,0 gp 0 sp
1,0,0,2,3,0 gp 0 sp
1,0,0,2,3,0 gp 0 sp
1,0,0,1,3,0 gp 0 sp
1,0,0,2,3,0 gp 0 sp
0,0,0,1,3,2 gp 6 sp
2,0,0,2,1,0 gp 0 sp
2,0,0,1,1,0 gp 0 sp
3,0,0,1,0,0 gp 0 sp
2,0,0,1,0,0 gp 0 sp
2,0,0,1,0,0 gp 0 sp
1,0,2,3,5,11 gp 1 sp
0,0,2,2,5,13 gp 2 sp
0,0,2,2,5,13 gp 2 sp
0,0,2,2,4,12 gp 6 sp
0,0,2,1,6,11 gp 7 sp
0,0,2,1,6,11 gp 7 sp
1,0,2,2,6,9 gp 6 sp
0,0,3,1,5,14 gp 1 sp
2,0,0,5,26,18 gp 8 sp
0,1,0,2,6,12 gp 0 sp
0,1,0,2,5,11 gp 4 sp
0,2,0,2,5,19 gp 8 sp
0,2,0,2,5,19 gp 8 sp
0,1,0,1,5,9 gp 3 sp
0,1,0,3,0,10 gp 5 sp
0,1,0,2,0,5 gp 6 sp
0,1,1,2,0,11 gp 4 sp
0,1,0,2,0,5 gp 6 sp
0,1,0,2,0,5 gp 6 sp
0,1,1,2,8,16 gp 2 sp
0,2,2,2,7,36 gp 0 sp
1,0,0,0,3,0 gp 0 sp
1,0,0,1,3,0 gp 0 sp
1,0,0,0,3,0 gp 0 sp
1,0,0,0,2,0 gp 0 sp
1,0,1,0,2,0 gp 0 sp
1,0,1,3,3,6 gp 9 sp
1,0,2,4,3,18 gp 0 sp
1,0,2,3,3,9 gp 9 sp
1,0,2,4,2,11 gp 4 sp
0,0,0,6,12,16 gp 5 sp
0,0,0,5,12,14 gp 8 sp
5,3,8,0,25,97 gp 0 sp
1,0,0,2,1,0 gp 0 sp
1,0,0,2,1,0 gp 0 sp
1,1,0,2,0,4 gp 2 sp
0,0,0,2,0,2 gp 8 sp
1,0,1,2,0,3 gp 0 sp
1,0,3,3,4,20 gp 0 sp
2,0,3,2,3,18 gp 8 sp
2,0,3,2,3,18 gp 8 sp
2,2,1,4,9,38 gp 0 sp
3,1,2,4,8,26 gp 4 sp
1,0,1,2,4,5 gp 4 sp
1,0,1,1,4,3 gp 3 sp
1,0,1,2,3,4 gp 8 sp
0,1,0,2,4,10 gp 8 sp
0,0,0,3,4,5 gp 8 sp
0,1,1,3,4,15 gp 9 sp
0,0,1,3,4,11 gp 7 sp
0,1,1,3,4,15 gp 9 sp
2,2,2,4,7,52 gp 0 sp
2,1,2,4,7,29 gp 2 sp
2,2,2,3,6,36 gp 8 sp
1,1,1,4,6,22 gp 0 sp
0,0,1,1,6,5 gp 8 sp
0,0,2,0,6,3 gp 2 sp
0,0,2,0,6,3 gp 2 sp
0,0,1,0,6,2 gp 2 sp
0,0,1,0,5,2 gp 0 sp
1,0,1,1,6,4 gp 5 sp
1,1,0,1,6,5 gp 7 sp
1,1,0,0,6,3 gp 6 sp
0,1,0,1,6,9 gp 9 sp
0,0,0,1,5,3 gp 4 sp
2,4,6,9,13,58 gp 8 sp
0,0,1,3,5,12 gp 3 sp
0,0,0,3,5,9 gp 3 sp
0,0,1,3,5,12 gp 3 sp
0,0,1,3,5,12 gp 3 sp
0,0,1,3,4,11 gp 7 sp
1,2,0,2,0,12 gp 6 sp
1,2,0,3,0,14 gp 7 sp
0,1,0,2,0,5 gp 6 sp
1,1,0,3,0,6 gp 3 sp
1,1,0,2,0,4 gp 2 sp
0,2,0,3,0,18 gp 9 sp
0,2,0,4,0,21 gp 0 sp
0,2,0,3,0,18 gp 9 sp
0,0,1,2,6,10 gp 8 sp
0,0,1,1,5,5 gp 4 sp
1,0,1,2,5,6 gp 0 sp
0,0,0,1,5,3 gp 4 sp
0,0,1,2,5,10 gp 2 sp
1,2,1,0,11,26 gp 0 sp
1,3,2,0,10,40 gp 4 sp
5,2,0,0,7,16 gp 4 sp
5,2,0,0,7,16 gp 4 sp
2,0,1,0,0,0 gp 0 sp
2,0,0,0,0,0 gp 0 sp
2,0,0,0,0,0 gp 0 sp
2,0,1,0,0,0 gp 0 sp
4,2,2,6,3,21 gp 5 sp
5,2,2,7,2,18 gp 2 sp
0,2,0,2,1,17 gp 4 sp
0,2,0,2,1,17 gp 4 sp
0,1,0,2,1,9 gp 0 sp
0,2,0,2,0,16 gp 8 sp
0,0,1,0,0,1 gp 0 sp
2,1,1,3,4,20 gp 0 sp
1,1,1,3,4,11 gp 7 sp
2,1,1,4,4,22 gp 8 sp
2,1,0,3,4,10 gp 5 sp
2,0,0,2,0,0 gp 0 sp
1,0,1,2,0,3 gp 0 sp
1,1,0,2,0,4 gp 2 sp
1,1,0,2,0,4 gp 2 sp
1,0,0,2,2,0 gp 0 sp
2,0,0,1,2,0 gp 0 sp
1,0,0,2,1,0 gp 0 sp
1,1,0,3,1,6 gp 9 sp
1,1,0,3,1,6 gp 9 sp
2,2,0,3,1,24 gp 8 sp
1,1,0,3,1,6 gp 9 sp
3,0,7,15,10,41 gp 2 sp
0,0,0,3,3,5 gp 4 sp
0,0,0,2,3,4 gp 0 sp
1,0,0,2,3,0 gp 0 sp
1,0,0,3,3,3 gp 9 sp
0,0,1,3,3,11 gp 1 sp
0,0,2,2,6,13 gp 8 sp
0,1,2,2,5,17 gp 4 sp
0,0,2,2,5,13 gp 2 sp
0,1,2,2,5,17 gp 4 sp
1,0,2,4,0,10 gp 2 sp
1,0,2,4,0,10 gp 2 sp
2,1,2,4,0,23 gp 6 sp
2,0,1,3,0,6 gp 9 sp
1,0,0,0,5,0 gp 0 sp
0,1,0,0,5,4 gp 8 sp
1,1,0,0,5,3 gp 0 sp
1,1,0,0,5,3 gp 0 sp
1,1,0,0,5,3 gp 0 sp
2,0,3,0,4,9 gp 0 sp
1,0,2,0,4,4 gp 2 sp
1,0,2,0,3,3 gp 6 sp
0,2,0,0,3,14 gp 4 sp
0,1,0,0,2,3 gp 6 sp
0,2,0,0,2,13 gp 8 sp
0,1,0,0,2,3 gp 6 sp
0,1,0,0,2,3 gp 6 sp
0,2,0,3,2,20 gp 1 sp
0,2,0,2,1,17 gp 4 sp
0,2,0,2,1,17 gp 4 sp
1,3,2,6,10,33 gp 5 sp
1,2,1,6,10,24 gp 0 sp
0,2,0,2,0,16 gp 8 sp
0,2,1,1,0,17 gp 7 sp
0,1,0,1,0,4 gp 2 sp
0,2,1,2,0,19 gp 8 sp
0,0,0,1,1,1 gp 8 sp
0,0,0,1,1,1 gp 8 sp
0,0,0,1,1,1 gp 8 sp
0,0,0,1,1,1 gp 8 sp
0,0,0,1,0,1 gp 4 sp
2,1,1,1,0,6 gp 9 sp
2,1,0,0,0,0 gp 0 sp
2,1,0,0,0,0 gp 0 sp
2,1,0,1,0,3 gp 9 sp
0,1,0,3,0,10 gp 5 sp
0,1,0,3,0,10 gp 5 sp
0,1,0,3,0,10 gp 5 sp
0,0,0,2,0,2 gp 8 sp
0,0,2,4,5,17 gp 4 sp
0,1,3,4,5,32 gp 8 sp
0,1,3,0,0,13 gp 2 sp
0,2,2,0,0,18 gp 6 sp
1,1,2,0,0,6 gp 0 sp
1,2,2,0,0,14 gp 4 sp
0,0,0,10,29,32 gp 0 sp
0,0,1,2,5,10 gp 2 sp
0,1,2,2,5,17 gp 4 sp
0,0,1,2,5,10 gp 2 sp
0,0,1,1,5,5 gp 4 sp
0,1,1,2,5,14 gp 4 sp
4,1,0,2,7,14 gp 4 sp
3,1,0,2,7,12 gp 0 sp
4,1,0,3,7,17 gp 2 sp
8,5,9,11,29,75 gp 8 sp
6,3,0,0,9,31 gp 6 sp
5,2,0,0,8,17 gp 2 sp
0,0,2,0,0,2 gp 0 sp
0,1,0,3,6,14 gp 1 sp
0,1,0,3,6,14 gp 1 sp
0,1,0,3,6,14 gp 1 sp
0,0,0,3,6,9 gp 9 sp
4,0,2,0,0,1 gp 2 sp
3,0,3,1,0,4 gp 5 sp
4,0,2,0,0,1 gp 2 sp
2,0,0,0,1,0 gp 0 sp
2,1,0,0,0,0 gp 0 sp
2,0,0,0,0,0 gp 0 sp
1,0,2,2,0,6 gp 0 sp
1,0,2,2,0,6 gp 0 sp
1,0,2,1,0,3 gp 9 sp
1,0,1,1,0,0 gp 0 sp
1,0,1,2,0,3 gp 0 sp
3,2,6,0,7,55 gp 0 sp
0,0,0,2,2,3 gp 6 sp
0,0,0,2,2,3 gp 6 sp
0,1,0,2,2,9 gp 6 sp
0,1,0,2,1,9 gp 0 sp
0,0,2,0,3,2 gp 6 sp
0,0,1,0,3,1 gp 6 sp
0,0,1,0,2,1 gp 4 sp
0,0,1,0,2,1 gp 4 sp
0,0,1,3,10,15 gp 3 sp
0,0,1,2,10,13 gp 2 sp
0,0,1,3,9,14 gp 7 sp
0,0,0,2,4,4 gp 4 sp
0,0,0,2,3,4 gp 0 sp
0,0,0,2,3,4 gp 0 sp
0,0,0,2,3,4 gp 0 sp
0,1,0,0,0,2 gp 8 sp
0,1,0,1,0,4 gp 2 sp
0,0,0,1,0,1 gp 4 sp
0,1,1,1,0,9 gp 3 sp
0,0,0,1,0,1 gp 4 sp
1,2,0,15,7,35 gp 8 sp
0,0,0,2,5,4 gp 8 sp
0,0,0,2,5,4 gp 8 sp
0,0,0,2,4,4 gp 4 sp
0,0,0,3,4,5 gp 8 sp
0,1,0,3,2,11 gp 7 sp
0,2,0,3,2,20 gp 1 sp
0,1,0,3,2,11 gp 7 sp
0,1,0,3,1,11 gp 1 sp
0,1,0,3,1,11 gp 1 sp
5,0,5,0,22,44 gp 0 sp
0,0,3,0,1,3 gp 2 sp
1,0,2,0,1,0 gp 0 sp
1,0,2,0,1,0 gp 0 sp
1,0,2,0,0,0 gp 0 sp
1,1,2,0,6,9 gp 6 sp
1,1,2,1,5,11 gp 1 sp
1,0,2,1,5,6 gp 9 sp
1,1,1,1,5,8 gp 1 sp
0,0,2,1,5,11 gp 1 sp
6,3,5,5,10,34 gp 8 sp
5,4,4,5,10,37 gp 8 sp
3,2,3,1,9,45 gp 5 sp
3,2,3,0,9,31 gp 2 sp
3,2,3,1,8,33 gp 2 sp
0,0,1,0,7,2 gp 4 sp
0,0,1,0,6,2 gp 2 sp
2,0,1,2,6,8 gp 4 sp
2,0,1,1,6,6 gp 3 sp
2,0,0,1,6,3 gp 3 sp
2,0,1,2,6,8 gp 4 sp
2,0,1,2,5,7 gp 8 sp
0,1,2,0,2,11 gp 4 sp
0,1,2,0,1,10 gp 8 sp
1,1,2,0,1,6 gp 6 sp
1,1,1,0,1,3 gp 6 sp
1,1,2,0,1,6 gp 6 sp
1,2,0,0,6,12 gp 0 sp
1,1,0,0,5,3 gp 0 sp
1,1,0,0,5,3 gp 0 sp
2,1,0,1,5,6 gp 9 sp
1,7,0,0,0,88 gp 0 sp
11,2,2,5,9,9 gp 2 sp
0,1,1,2,6,15 gp 0 sp
0,1,0,2,6,12 gp 0 sp
0,2,1,3,6,34 gp 0 sp
0,2,0,2,5,19 gp 8 sp
1,2,0,0,2,9 gp 6 sp
0,1,0,0,1,3 gp 2 sp
1,1,0,0,1,0 gp 0 sp
0,2,0,0,1,13 gp 2 sp
2,0,0,2,1,0 gp 0 sp
2,0,0,3,1,4 gp 5 sp
2,0,0,3,0,3 gp 9 sp
1,0,0,3,0,0 gp 0 sp
2,0,0,1,3,0 gp 0 sp
2,1,0,2,3,7 gp 8 sp
2,0,0,1,3,0 gp 0 sp
1,1,0,2,3,6 gp 0 sp
2,3,1,2,15,62 gp 0 sp
2,2,1,2,14,36 gp 4 sp
2,1,1,0,2,6 gp 0 sp
2,1,1,0,2,6 gp 0 sp
2,1,2,0,2,9 gp 0 sp
2,1,2,0,1,8 gp 4 sp
2,0,2,0,1,4 gp 2 sp
0,1,0,0,6,5 gp 2 sp
0,1,0,0,6,5 gp 2 sp
0,0,0,0,6,1 gp 2 sp
5,1,0,0,7,0 gp 0 sp
4,1,0,0,6,3 gp 0 sp
2,2,1,0,4,15 gp 6 sp
2,1,1,0,4,7 gp 2 sp
1,1,2,0,4,8 gp 4 sp
2,2,2,0,3,26 gp 0 sp
0,1,2,0,4,12 gp 6 sp
0,2,1,0,4,18 gp 0 sp
0,2,2,0,4,21 gp 0 sp
0,1,2,0,3,12 gp 0 sp
0,0,3,0,1,3 gp 2 sp
1,0,3,1,1,7 gp 5 sp
1,0,3,0,1,5 gp 4 sp
0,6,9,12,29,96 gp 5 sp
1,1,1,0,4,5 gp 4 sp
0,1,1,0,4,9 gp 6 sp
0,1,1,0,3,9 gp 0 sp
1,1,1,0,3,4 gp 8 sp
0,1,1,0,3,9 gp 0 sp
0,3,0,7,3,31 gp 2 sp
2,0,2,0,1,4 gp 2 sp
2,0,1,0,1,0 gp 0 sp
2,0,1,1,0,0 gp 0 sp
2,0,2,1,0,5 gp 7 sp
2,0,1,1,0,0 gp 0 sp
2,1,2,0,6,11 gp 4 sp
3,1,2,0,6,13 gp 6 sp
2,1,2,0,6,11 gp 4 sp
3,0,1,0,6,0 gp 0 sp
3,0,4,6,0,13 gp 0 sp
3,0,3,6,0,10 gp 5 sp
10,2,0,11,9,19 gp 2 sp
0,0,1,1,5,5 gp 4 sp
0,1,0,0,4,4 gp 4 sp
0,0,0,0,4,0 gp 8 sp
0,0,0,1,4,3 gp 0 sp
0,1,0,1,4,5 gp 8 sp
1,1,2,0,2,7 gp 2 sp
1,1,1,0,2,4 gp 2 sp
0,1,2,0,2,11 gp 4 sp
1,1,2,0,1,6 gp 6 sp
1,0,1,0,6,0 gp 0 sp
2,0,0,1,5,0 gp 0 sp
1,0,0,0,5,0 gp 0 sp
1,0,1,1,5,3 gp 9 sp
1,0,1,1,5,3 gp 9 sp
2,1,0,0,1,0 gp 0 sp
1,1,0,1,1,0 gp 0 sp
1,1,0,0,1,0 gp 0 sp
0,1,2,3,7,27 gp 6 sp
0,2,2,2,7,36 gp 0 sp
0,2,3,3,7,42 gp 8 sp
0,2,2,2,7,36 gp 0 sp
5,0,9,0,21,63 gp 0 sp
0,2,0,1,2,15 gp 9 sp
0,2,1,1,1,18 gp 3 sp
0,2,0,1,1,15 gp 3 sp
0,1,1,0,1,5 gp 2 sp
4,0,2,4,5,20 gp 8 sp
3,0,1,4,5,14 gp 4 sp
1,0,2,2,7,10 gp 2 sp
1,0,2,2,7,10 gp 2 sp
1,0,2,2,6,9 gp 6 sp
1,0,3,1,6,10 gp 5 sp
0,1,3,7,2,24 gp 2 sp
0,1,2,7,2,21 gp 8 sp
4,4,0,7,11,36 gp 2 sp
1,0,0,0,0,0 gp 0 sp
9,0,7,0,1,33 gp 0 sp
0,0,1,0,0,1 gp 0 sp
1,1,1,0,0,3 gp 0 sp
0,0,0,1,0,1 gp 4 sp
1,0,0,0,0,0 gp 0 sp
0,0,0,2,7,5 gp 6 sp
0,0,0,3,7,10 gp 5 sp
0,0,0,3,7,10 gp 5 sp
0,0,0,2,7,5 gp 6 sp
1,0,1,0,1,0 gp 0 sp
1,1,1,0,1,3 gp 6 sp
1,0,1,0,1,0 gp 0 sp
2,0,1,0,1,0 gp 0 sp
1,0,1,0,0,0 gp 0 sp
0,4,0,2,1,45 gp 6 sp
0,3,0,2,0,25 gp 2 sp
3,1,0,3,1,4 gp 5 sp
3,1,0,3,1,4 gp 5 sp
2,1,0,2,1,6 gp 6 sp
3,1,0,3,0,3 gp 9 sp
0,0,0,1,9,5 gp 0 sp
0,0,1,0,9,2 gp 8 sp
0,0,1,1,8,9 gp 9 sp
0,1,0,3,5,13 gp 5 sp
0,0,1,2,5,10 gp 2 sp
0,0,0,2,5,4 gp 8 sp
0,0,0,2,5,4 gp 8 sp
0,0,0,2,4,4 gp 4 sp
2,1,2,4,0,23 gp 6 sp
2,1,2,3,0,20 gp 8 sp
2,1,1,4,0,19 gp 6 sp
2,1,2,3,0,20 gp 8 sp
1,1,1,2,3,9 gp 0 sp
1,1,2,2,2,11 gp 4 sp
2,0,3,0,8,11 gp 4 sp
2,0,2,0,7,7 gp 8 sp
3,0,2,0,7,3 gp 6 sp
3,0,2,0,7,3 gp 6 sp
1,1,5,8,3,27 gp 0 sp
2,1,4,7,3,24 gp 2 sp
1,1,2,1,4,10 gp 5 sp
2,2,2,1,4,29 gp 6 sp
1,2,2,1,4,27 gp 2 sp
2,1,1,0,4,7 gp 2 sp
2,0,0,2,3,3 gp 6 sp
1,0,1,2,3,4 gp 8 sp
1,0,1,2,3,4 gp 8 sp
1,0,0,3,3,3 gp 9 sp
0,0,0,1,3,2 gp 6 sp
0,0,0,2,3,4 gp 0 sp
0,0,0,2,3,4 gp 0 sp
0,0,0,2,2,3 gp 6 sp
0,1,4,0,14,32 gp 8 sp
0,1,5,0,14,36 gp 8 sp
0,0,1,0,0,1 gp 0 sp
0,0,1,0,0,1 gp 0 sp
1,0,0,3,3,3 gp 9 sp
2,0,0,3,3,5 gp 7 sp
2,0,0,4,2,7 gp 2 sp
4,3,4,3,0,65 gp 5 sp
1,7,5,8,0,67 gp 5 sp
0,0,1,2,2,5 gp 6 sp
0,0,1,2,1,5 gp 2 sp
0,0,1,2,1,5 gp 2 sp
0,0,2,2,1,10 gp 8 sp
0,0,1,4,9,16 gp 8 sp
0,0,1,4,9,16 gp 8 sp
3,1,3,5,5,14 gp 8 sp
3,2,3,4,5,52 gp 0 sp
3,1,3,4,4,27 gp 2 sp
0,0,0,0,6,1 gp 2 sp
1,0,0,0,6,0 gp 0 sp
0,0,0,0,5,1 gp 0 sp
2,0,1,1,0,0 gp 0 sp
2,0,1,0,0,0 gp 0 sp
2,1,2,1,0,9 gp 9 sp
2,0,2,0,0,3 gp 6 sp
2,1,1,0,0,4 gp 8 sp
0,0,0,3,0,4 gp 2 sp
1,1,0,3,0,6 gp 3 sp
0,0,0,2,0,2 gp 8 sp
1,0,0,2,0,0 gp 0 sp
0,1,0,3,0,10 gp 5 sp
6,0,0,0,0,0 gp 0 sp
0,0,1,1,9,10 gp 5 sp
0,2,3,5,3,28 gp 2 sp
1,2,3,5,3,23 gp 8 sp
1,2,3,5,2,23 gp 2 sp
1,0,0,1,6,0 gp 0 sp
0,0,0,0,6,1 gp 2 sp
1,0,0,1,6,0 gp 0 sp
0,0,0,1,5,3 gp 4 sp
0,0,0,0,5,1 gp 0 sp
1,1,0,1,3,3 gp 9 sp
0,2,0,1,3,16 gp 5 sp
1,1,0,0,3,0 gp 0 sp
1,1,0,1,3,3 gp 9 sp
0,1,0,1,2,5 gp 0 sp
3,6,9,5,17,70 gp 8 sp
2,1,4,5,5,21 gp 8 sp
3,1,3,4,4,27 gp 2 sp
0,0,2,1,1,5 gp 8 sp
0,1,1,1,1,9 gp 9 sp
0,0,1,0,1,1 gp 2 sp
0,0,2,0,1,2 gp 2 sp
0,0,2,1,0,5 gp 4 sp
2,0,2,5,13,17 gp 2 sp
1,0,2,5,13,15 gp 8 sp
0,0,3,5,6,19 gp 2 sp
0,0,2,5,6,16 gp 8 sp
3,6,0,0,0,74 gp 0 sp
1,1,3,0,0,9 gp 0 sp
0,1,3,0,0,13 gp 2 sp
1,0,3,0,0,4 gp 8 sp
0,0,1,0,3,1 gp 6 sp
0,0,0,0,3,0 gp 6 sp
0,0,0,0,3,0 gp 6 sp
0,0,1,0,2,1 gp 4 sp
9,6,0,5,0,30 gp 8 sp
0,0,0,4,10,14 gp 4 sp
0,0,0,3,10,12 gp 3 sp
0,0,0,3,9,11 gp 7 sp
0,0,4,4,5,31 gp 2 sp
0,0,3,3,5,24 gp 4 sp
0,1,0,0,0,2 gp 8 sp
0,2,0,1,0,14 gp 7 sp
0,2,0,0,0,8 gp 4 sp
0,1,0,1,0,4 gp 2 sp
6,2,8,8,8,39 gp 5 sp
5,0,2,0,6,6 gp 8 sp
4,0,3,0,6,14 gp 4 sp
3,3,4,4,14,80 gp 0 sp
2,3,3,3,13,73 gp 5 sp
2,0,1,0,0,0 gp 0 sp
2,0,1,1,0,0 gp 0 sp
8,0,3,15,0,21 gp 8 sp
2,0,0,4,9,11 gp 4 sp
1,0,0,4,9,9 gp 6 sp
2,0,0,4,9,11 gp 4 sp
0,1,2,1,3,14 gp 1 sp
0,0,2,1,3,9 gp 9 sp
0,1,2,0,3,12 gp 0 sp
0,1,2,0,2,11 gp 4 sp
5,2,0,6,3,12 gp 0 sp
6,2,0,5,3,11 gp 8 sp
0,0,0,1,7,4 gp 2 sp
0,0,0,2,7,5 gp 6 sp
0,0,0,2,6,5 gp 2 sp
0,0,0,1,6,3 gp 8 sp
3,1,1,3,0,13 gp 2 sp
4,1,1,3,0,15 gp 6 sp
3,2,1,4,0,27 gp 2 sp
5,4,0,1,13,62 gp 5 sp
5,3,0,0,12,31 gp 6 sp
1,0,0,2,6,3 gp 6 sp
2,1,1,1,6,10 gp 5 sp
1,1,1,1,5,8 gp 1 sp
1,1,1,1,5,8 gp 1 sp
1,1,1,1,5,8 gp 1 sp
3,1,0,1,5,2 gp 7 sp
2,1,0,0,4,4 gp 2 sp
3,0,0,1,4,0 gp 0 sp
3,0,0,1,4,0 gp 0 sp
3,0,1,0,9,1 gp 8 sp
3,0,2,1,8,12 gp 4 sp
4,0,1,0,8,3 gp 0 sp
7,0,0,0,20,8 gp 8 sp
3,1,2,0,5,12 gp 8 sp
3,0,2,0,5,2 gp 4 sp
3,0,1,0,5,0 gp 0 sp
2,2,2,3,3,34 gp 4 sp
2,2,2,3,3,34 gp 4 sp
2,2,2,3,2,33 gp 6 sp
2,0,1,3,1,7 gp 5 sp
1,0,1,4,0,7 gp 2 sp
2,0,2,3,0,9 gp 9 sp
0,0,4,0,13,6 gp 6 sp
0,0,4,0,12,6 gp 4 sp
1,0,0,4,3,6 gp 0 sp
0,1,1,4,3,17 gp 4 sp
1,0,0,3,3,3 gp 9 sp
1,0,1,4,2,8 gp 4 sp
